,review,clean_text_stopward,clean_text,dominant_topic
246,"I kinda wish there were negative stars. This McDonald's charged my card the wrong amount. And didn't tell me anything until I looked at my account and went back, they said my money will be returned to my account within hours. Now 3 days later my money is still not in my account. Also. I've been to other McDonald's with long drive thru lines but they are moving at an okay pace. This McDonald's drive thru lines are the slowest I've been in.","I kinda wish negative stars. This McDonald's charged card wrong amount. And tell anything I looked account went back, said money returned account within hours. Now 3 days later money still account. Also. I've McDonald's long drive thru lines moving okay pace. This McDonald's drive thru lines slowest I've in.",kinda wish negative star mcdonald charged card wrong amount tell anything looked account went back said money returned account within hour day later money still account also mcdonald long drive thru line moving okay pace mcdonald drive thru line slowest,5
247,"No, just no. I understand that the food I order will never ever come out like it looks in the picture, but gadaam, don't mean you gotta give me burnt buns on both my mcdoubles. Women, I told you no pickles.. and what did I get?? Probably the largest slices in the bunch. Now I get it's ξmorning... your tired.. well I'm tired too! When I say good morning at the window I expect some kinda of acknowledgement.","No, no. I understand food I order never ever come like looks picture, gadaam, mean gotta give burnt buns mcdoubles. Women, I told pickles.. I get?? Probably largest slices bunch. Now I get ξmorning... tired.. well I'm tired too! When I say good morning window I expect kinda acknowledgement.",understand food order never ever come like look picture gadaam mean got ta give burnt bun mcdoubles woman told pickle get probably largest slice bunch get ξmorning tired well tired say good morning window expect kinda acknowledgement,5
248,"Kids playplace smells awful and there is food everywhere. ξWill never go there except the drive thru. ξDrive thru staff is very pleasant and polite, but it doesn't make up for the messy playplace.","Kids playplace smells awful food everywhere. ξWill never go except drive thru. ξDrive thru staff pleasant polite, make messy playplace.",kid playplace smell awful food everywhere ξwill never go except drive thru ξdrive thru staff pleasant polite make messy playplace,6
249,This place is average at best. ξThey screw your order up about 50% of the time. ξWhen they don't screw your order up something is broke or they are out of something. ξI only blame myself for going back. ξIt is the closest place to my house.,This place average best. ξThey screw order 50% time. ξWhen screw order something broke something. blame going back. ξIt closest place house.,place average best ξthey screw order time ξwhen screw order something broke something ξi blame going back ξit closest place house,5
250,The drive thru line is always so long. They only have ice cream about 50% of the time.,The drive thru line always long. They ice cream 50% time.,drive thru line always long ice cream time,1
251,"They always have maintenence whenever I go. I would rate 0 stars if I could, gives me a good reason not to eat McDonald's anymore.","They always maintenence whenever I go. I would rate 0 stars I could, gives good reason eat McDonald's anymore.",always maintenence whenever go would rate star could give good reason eat mcdonald anymore,0
252,"Several Times I have Visited this Location, and I Have Encountered...Messed Up Orders, The Drive Thru Order Takers are Not Very Friendly, and at times The Order Takers inside don't pay attention to Customers Standing Right in Front of their Counters until, the Manager Says something!Honestly, This Particular Location can be a Hit-or-Miss! One Day you'll get Excellent Customer Service, the Next Day Not So Much!","Several Times I Visited Location, I Have Encountered...Messed Up Orders, The Drive Thru Order Takers Not Very Friendly, times The Order Takers inside pay attention Customers Standing Right Front Counters until, Manager Says something!Honestly, This Particular Location Hit-or-Miss! One Day get Excellent Customer Service, Next Day Not So Much!",several time visited location encountered messed order drive thru order taker friendly time order taker inside pay attention customer standing right front counter manager say something honestly particular location hit miss one day get excellent customer service next day much,5
253,"It's good for a McDonalds. ξNice, clean, and fast. ξThe staff is polite. ξI like that the d��cor is upscale for a McDs.","It's good McDonalds. ξNice, clean, fast. ξThe staff polite. like d��cor upscale McDs.",good mcdonalds ξnice clean fast ξthe staff polite ξi like dcor upscale mcds,7
254,Food is about the same as any McDonalds but the service is horrible. Couldn't hear the cashier and she rang up part of the order wrong. The crew was more concerned with screwing with one another than in making food. We were missing items and never did get everything. I don't think we'll be back.,Food McDonalds service horrible. Couldn't hear cashier rang part order wrong. The crew concerned screwing one another making food. We missing items never get everything. I think we'll back.,food mcdonalds service horrible hear cashier rang part order wrong crew concerned screwing one another making food missing item never get everything think back,5
255,Messed up our meal three times. Simple orders too. No sweet tea available. Non sense!,Messed meal three times. Simple orders too. No sweet tea available. Non sense!,messed meal three time simple order sweet tea available non sense,1
256,"Checking out the drive thur after reading all the 1 star reviews......let's see how they do.......everything is in the bag, fresh hot fries even!! Will check the rest of the food once we get home.........and FAIL!!!!! The Chicken Bacon Ranch Hot & spicy was missing both the bacon & the ranch!!!! Ordered 4 cheeseburgers, all 4 were old and cold as well as the 6 piece chicken nuggets...old and cold. ξWay to Mc Ds, keeping up with the 1 star reviews.","Checking drive thur reading 1 star reviews......let's see do.......everything bag, fresh hot fries even!! Will check rest food get home.........and FAIL!!!!! The Chicken Bacon Ranch Hot & spicy missing bacon & ranch!!!! Ordered 4 cheeseburgers, 4 old cold well 6 piece chicken nuggets...old cold. ξWay Mc Ds, keeping 1 star reviews.",checking drive thur reading star review let see everything bag fresh hot fry even check rest food get home fail chicken bacon ranch hot spicy missing bacon ranch ordered cheeseburger old cold well piece chicken nugget old cold ξway mc d keeping star review,4
257,Worse McDonald's ever!!! ξI don't mind driving down to the Blue Diamond location from now on after several times the drive thru always forgets an item I ordered! ξALWAYS CHECK YOUR BAG BEFORE DRIVING AWAY FROM THE WINDOW!! ξTo top it off I had to drive back to get the burger they forgot and what compensation I get for my inconvenient??? ξ2 effin Apple Pies.... ξare you kidding me??? ξ- 5 Stars if I could rate it like that,Worse McDonald's ever!!! mind driving Blue Diamond location several times drive thru always forgets item I ordered! ξALWAYS CHECK YOUR BAG BEFORE DRIVING AWAY FROM THE WINDOW!! ξTo top I drive back get burger forgot compensation I get inconvenient??? ξ2 effin Apple Pies.... ξare kidding me??? ξ- 5 Stars I could rate like,worse mcdonald ever ξi mind driving blue diamond location several time drive thru always forgets item ordered ξalways check bag driving away window ξto top drive back get burger forgot compensation get inconvenient ξ effin apple pie ξare kidding ξ star could rate like,0
258,I'm so upset with the drive through!! As you go to pull out the curb on the left is WAY too long and I ended up turning left and hit it... It ruined my tire and rim!! My friend told me they had done the exact same thing but they are I'm an SUV so there was no damage :( I'm so bummed right now!!,I'm upset drive through!! As go pull curb left WAY long I ended turning left hit it... It ruined tire rim!! My friend told done exact thing I'm SUV damage :( I'm bummed right now!!,upset drive go pull curb left way long ended turning left hit ruined tire rim friend told done exact thing suv damage bummed right,8
259,"Every time I go their ice cream machine is down. It's a hang out for all the kids in the neighborhood. This establishment including terribles chevron connected to it, does not seem to care what goes on in or around their business. Low class for the area they are in.","Every time I go ice cream machine down. It's hang kids neighborhood. This establishment including terribles chevron connected it, seem care goes around business. Low class area in.",every time go ice cream machine hang kid neighborhood establishment including terribles chevron connected seem care go around business low class area,8
260,"I never believed it until now,.. ξ""they screw you at the drive thru""... ξYep. Check your bag before you leave the window because they have a tendency more often than not to not give you what you ordered.Case in point: ξToday at 5:45am, picking up breakfast for the family. ξPurchased 4 hash browns, 2 sausage burritos, 1 parfait, 2 large sweet teas and a hotcakes and sausage with extra butter (and I asked for the extra butter repeatedly). ξWe waited the drive thru for a good 5 minutes because they were making our hash browns ""fresh"", so they said. ξI get home, and there is no parfait. ξERGH!!! ξCalled the restaurant and it seems like them screwing up at the drive thru is common place. ξShe took my name down and asked if I wanted to come back this morning, or if she should add my name to the book. ξNow that one of my kids did not have their breakfast item, I continued to go through the bags to find out that there is NO extra butter, and they didn't include the picante sauce packets for the burritos. ξHow hard is it for your employees to double check the bags before you give it to the customer? ξI mean, you have the receipt that tells you exactly what to put in the bags. ξThis is the closest Mc Donald's to our home, and it will soon be put on my banned restaurant list.","I never believed now,.. ξ""they screw drive thru""... ξYep. Check bag leave window tendency often give ordered.Case point: ξToday 5:45am, picking breakfast family. ξPurchased 4 hash browns, 2 sausage burritos, 1 parfait, 2 large sweet teas hotcakes sausage extra butter (and I asked extra butter repeatedly). ξWe waited drive thru good 5 minutes making hash browns ""fresh"", said. get home, parfait. ξERGH!!! ξCalled restaurant seems like screwing drive thru common place. ξShe took name asked I wanted come back morning, add name book. ξNow one kids breakfast item, I continued go bags find NO extra butter, include picante sauce packets burritos. ξHow hard employees double check bags give customer? mean, receipt tells exactly put bags. ξThis closest Mc Donald's home, soon put banned restaurant list.",never believed ξ screw drive thru ξyep check bag leave window tendency often give ordered case point ξtoday picking breakfast family ξpurchased hash brown sausage burrito parfait large sweet tea hotcake sausage extra butter asked extra butter repeatedly ξwe waited drive thru good minute making hash brown fresh said ξi get home parfait ξergh ξcalled restaurant seems like screwing drive thru common place ξshe took name asked wanted come back morning add name book ξnow one kid breakfast item continued go bag find extra butter include picante sauce packet burrito ξhow hard employee double check bag give customer ξi mean receipt tell exactly put bag ξthis closest mc donald home soon put banned restaurant list,1
261,This is probably the worst night shift McDonald's ever!!!Their drive through service is horrendous! When you approach the drive through you wait I would say at least 5 mins before someone acknowledges you from the speaker menu.Tonight when I went to the first window to pay no one was there! The car in front of me already left leaving me to wonder if I needed to pull up to the 2nd window instead. ξI pull up to the 2nd window only to have a staff member lecture me about not paying. Which by the way I already had my money out ready to pay but because it was an inconvenience for her to walk back to the first window she felt the need to argue first. To top things off they had the wrong order so I had to wait again for my order. ξBelieve it or not it took me about 20 mins for a 10 piece nugget meal! I thought its called fast food!,This probably worst night shift McDonald's ever!!!Their drive service horrendous! When approach drive wait I would say least 5 mins someone acknowledges speaker menu.Tonight I went first window pay one there! The car front already left leaving wonder I needed pull 2nd window instead. pull 2nd window staff member lecture paying. Which way I already money ready pay inconvenience walk back first window felt need argue first. To top things wrong order I wait order. ξBelieve took 20 mins 10 piece nugget meal! I thought called fast food!,probably worst night shift mcdonald ever drive service horrendous approach drive wait would say least min someone acknowledges speaker menu tonight went first window pay one car front already left leaving wonder needed pull nd window instead ξi pull nd window staff member lecture paying way already money ready pay inconvenience walk back first window felt need argue first top thing wrong order wait order ξbelieve took min piece nugget meal thought called fast food,9
262,"This is just a standard Vegas 24hr McDonald's which is attached to a Chevron that is the closest one to where I live. Always relatively clean and trash is taken out when I'm here. Breakfast, lunch and graveyard menu are up to standard which I'd expect from a $4-8 menu (ordering fries, spicy McChicken and McDoubles from the dollar menu and McNuggets). I finally had those Mighty Wings and they were pretty large and tasty!","This standard Vegas 24hr McDonald's attached Chevron closest one I live. Always relatively clean trash taken I'm here. Breakfast, lunch graveyard menu standard I'd expect $4-8 menu (ordering fries, spicy McChicken McDoubles dollar menu McNuggets). I finally Mighty Wings pretty large tasty!",standard vega hr mcdonald attached chevron closest one live always relatively clean trash taken breakfast lunch graveyard menu standard expect menu ordering fry spicy mcchicken mcdoubles dollar menu mcnuggets finally mighty wing pretty large tasty,2
263,"I never thought I would write a review of a McDonalds, much less have to write a negative review for a McDonald's. I don't even know how it's possible that a McDonald's could be so bad but unfortunately this one is. ξ Like many people, I have eaten at McDonalds all over America and even in several other countries. ξI have to say this is probably one of the worst McDonald's I've ever been to other than the one in Manila in the Philippines -and that's only because I'm not sure that what was in those burgers was even beef.Where do I begin? The service is terrible. I have never, not ONE time, gotten what I ordered. I get sweet tea when I ask for unsweetened. I get cheese when I ask for none. I get onions when I ask for none. I get 2 chicken sandwiches when I ask for 4 apple pies. ξI have given up on going through the drive thru because I always end up having to pull around, park, go in and wait in the long line of teenagers getting shakes ξjust to get them to correct my order. And even then, they don't get it right and I actually have to tell them, ""No see, this is a Chicken Sandwich, I ordered a McDouble.""The food is almost always cold. The burgers are dry and taste like they have been sitting on a shelf for more than an hour. And the fry's..ugh! When there are 6 cars in the drive thru and 20 people in line, I just don't understand how the fry's can be cold and stale. It absolutely defies logic. Yes, there are times that the food comes out hot. It's one of the reasons I keep going back. There's nothing like hot Fry's from McDonalds.. and also, just because it's McDonald's. Like it or not, it's a staple for working parents too tired to cook dinner after work some nights. It is unfortunate that they have no competition in the immediate area to keep them on their toes, otherwise they might actually try to improve their service and their product. I am sure they are turning a profit. No doubt. It seems to always be busy. However, I truly believe that if ANY other burger joint opened up right next door, this place would close down in a month. Every time I say I'm never going back, I still do. Unfortunately, tonight will be one of those nights as the kids specifically requested it. The shear dread of what I'm about to go through is what prompted this review. ξI really hope they improve. It hurts to have to knock a McDonald's.","I never thought I would write review McDonalds, much less write negative review McDonald's. I even know possible McDonald's could bad unfortunately one is. ξ Like many people, I eaten McDonalds America even several countries. say probably one worst McDonald's I've ever one Manila Philippines -and that's I'm sure burgers even beef.Where I begin? The service terrible. I never, ONE time, gotten I ordered. I get sweet tea I ask unsweetened. I get cheese I ask none. I get onions I ask none. I get 2 chicken sandwiches I ask 4 apple pies. given going drive thru I always end pull around, park, go wait long line teenagers getting shakes ξjust get correct order. And even then, get right I actually tell them, ""No see, Chicken Sandwich, I ordered McDouble.""The food almost always cold. The burgers dry taste like sitting shelf hour. And fry's..ugh! When 6 cars drive thru 20 people line, I understand fry's cold stale. It absolutely defies logic. Yes, times food comes hot. It's one reasons I keep going back. There's nothing like hot Fry's McDonalds.. also, McDonald's. Like not, staple working parents tired cook dinner work nights. It unfortunate competition immediate area keep toes, otherwise might actually try improve service product. I sure turning profit. No doubt. It seems always busy. However, I truly believe ANY burger joint opened right next door, place would close month. Every time I say I'm never going back, I still do. Unfortunately, tonight one nights kids specifically requested it. The shear dread I'm go prompted review. really hope improve. It hurts knock McDonald's.",never thought would write review mcdonalds much le write negative review mcdonald even know possible mcdonald could bad unfortunately one ξ like many people eaten mcdonalds america even several country ξi say probably one worst mcdonald ever one manila philippine sure burger even beef begin service terrible never one time gotten ordered get sweet tea ask unsweetened get cheese ask none get onion ask none get chicken sandwich ask apple pie ξi given going drive thru always end pull around park go wait long line teenager getting shake ξjust get correct order even get right actually tell see chicken sandwich ordered mcdouble food almost always cold burger dry taste like sitting shelf hour fry ugh car drive thru people line understand fry cold stale absolutely defies logic yes time food come hot one reason keep going back nothing like hot fry mcdonalds also mcdonald like staple working parent tired cook dinner work night unfortunate competition immediate area keep toe otherwise might actually try improve service product sure turning profit doubt seems always busy however truly believe burger joint opened right next door place would close month every time say never going back still unfortunately tonight one night kid specifically requested shear dread go prompted review ξi really hope improve hurt knock mcdonald,1
264,"Only ordered 4 items: apple pie, bbq Ranch Burger, small fries, and large Mocha frape. Still messed up my order. Made me wait because they ran out of Mocha mix. Gave me medium frap, no apple pie. Went inside told them I ordered large and the missing apple pie. They said there were no apple pies left. Made me wait more than 10 min. And incorrect order. Just left and disregarded the pie out of my frustration. So bad","Only ordered 4 items: apple pie, bbq Ranch Burger, small fries, large Mocha frape. Still messed order. Made wait ran Mocha mix. Gave medium frap, apple pie. Went inside told I ordered large missing apple pie. They said apple pies left. Made wait 10 min. And incorrect order. Just left disregarded pie frustration. So bad",ordered item apple pie bbq ranch burger small fry large mocha frape still messed order made wait ran mocha mix gave medium frap apple pie went inside told ordered large missing apple pie said apple pie left made wait min incorrect order left disregarded pie frustration bad,9
265,"I truly never thought that I would write a review about a McDonalds but I guess I am. I hate to say this but you ALWAYS need to check your bags for your food, this goes with every fast food restaurant. This particular location has done an amazing job at really stepping up their game to ensure that they are getting orders right.","I truly never thought I would write review McDonalds I guess I am. I hate say ALWAYS need check bags food, goes every fast food restaurant. This particular location done amazing job really stepping game ensure getting orders right.",truly never thought would write review mcdonalds guess hate say always need check bag food go every fast food restaurant particular location done amazing job really stepping game ensure getting order right,4
266,"good service, quick, polite, what more can you ask from McDonald's right?","good service, quick, polite, ask McDonald's right?",good service quick polite ask mcdonald right,7
267,"How does one go about writing a review for McDonalds? ξThey are everywhere! ξSo I've prepared a brief thank you letter for Ronald and the gang. ξDear McDonald's Restaurants, ξThank you for having a value menu. ξI appreciate that I can order not one but two hamburgers, french fries, and cherry pies for about $4. ξThank you for saving me some money on the days where I only have a few bucks in my wallet. ξThank you inventing the covenanted sausage McMuffin with egg. ξYou truly are a delicious treat in the morning when I need to put something in my belly to start my day. ξThank you for making your hash browns, a hand held oval replica of you famous french fries. ξThank you for inventing a rib sandwich that only resembles a cartoon version of ribs. ξYour tangy bar b que sauce, and the sparse toppings of onions wrapped up in your sesame seed bun is always a treat as you make your appearance for a few weeks each year. ξThank you for being available 24 hours to present your inexpensive delights to me at all hours of the night. ξYou never disappoint with my low expectations when I dine at you restaurants in Las Vegas and around the world. ξ Sincerely, Ernesto R. ξCheers!","How one go writing review McDonalds? ξThey everywhere! ξSo I've prepared brief thank letter Ronald gang. ξDear McDonald's Restaurants, ξThank value menu. appreciate I order one two hamburgers, french fries, cherry pies $4. ξThank saving money days I bucks wallet. ξThank inventing covenanted sausage McMuffin egg. ξYou truly delicious treat morning I need put something belly start day. ξThank making hash browns, hand held oval replica famous french fries. ξThank inventing rib sandwich resembles cartoon version ribs. ξYour tangy bar b que sauce, sparse toppings onions wrapped sesame seed bun always treat make appearance weeks year. ξThank available 24 hours present inexpensive delights hours night. ξYou never disappoint low expectations I dine restaurants Las Vegas around world. ξ Sincerely, Ernesto R. ξCheers!",one go writing review mcdonalds ξthey everywhere ξso prepared brief thank letter ronald gang ξdear mcdonald restaurant ξthank value menu ξi appreciate order one two hamburger french fry cherry pie ξthank saving money day buck wallet ξthank inventing covenanted sausage mcmuffin egg ξyou truly delicious treat morning need put something belly start day ξthank making hash brown hand held oval replica famous french fry ξthank inventing rib sandwich resembles cartoon version rib ξyour tangy bar b que sauce sparse topping onion wrapped sesame seed bun always treat make appearance week year ξthank available hour present inexpensive delight hour night ξyou never disappoint low expectation dine restaurant la vega around world ξ sincerely ernesto r ξcheers,1
268,the service is either hit or miss,service either hit miss,service either hit miss,8
269,"This McDonalds. We hate going to this one because no matter what time of the day we go, they always mess up our orders. We have a big family, and every time, there are a few things always missing.","This McDonalds. We hate going one matter time day go, always mess orders. We big family, every time, things always missing.",mcdonalds hate going one matter time day go always mess order big family every time thing always missing,5
270,These guys never get any order right! How hard is it,These guys never get order right! How hard,guy never get order right hard,5
271,"This is a good McDonalds it is usually pretty busy though, inside is nice and well kept, it's actually one of the nicer interiors of a McDonalds that I have seen In the valley. ξThe drive through is usually pretty busy due to the layout but its usually quick. ξThe food I get is good and if you haven't tried it get a McDouble with Big Mac sauce, i highly recommend it, it's excellent!!!","This good McDonalds usually pretty busy though, inside nice well kept, actually one nicer interiors McDonalds I seen In valley. ξThe drive usually pretty busy due layout usually quick. ξThe food I get good tried get McDouble Big Mac sauce, highly recommend it, excellent!!!",good mcdonalds usually pretty busy though inside nice well kept actually one nicer interior mcdonalds seen valley ξthe drive usually pretty busy due layout usually quick ξthe food get good tried get mcdouble big mac sauce highly recommend excellent,7
272,I haven't been to this place in a whiled till now I received 2 medium fries and some burgers I got home and the fries barely had any almost empty I knew I should of checked first before I left . Never again going to this place,I place whiled till I received 2 medium fries burgers I got home fries barely almost empty I knew I checked first I left . Never going place,place whiled till received medium fry burger got home fry barely almost empty knew checked first left never going place,8
273,"First of all let me say that this McDonalds doesn't have a sign in their drive thru stating that they charge for Ranch. Second of all customer service sucks here. I know that you can't expect them to treat super great but at least have respect. The stupid cashier at the 2nd window was Rude about me asking for ranch then got her manager which wasn't that nice either.Third of all when I get home, my order is missing! I was missing one of our burgers. Then I try to call them but no answer. Why do they have a phone if they won't answer? So guess what store#18966 I call the 800 number and did a complaint. Hope you learn to have respect, I'm not asking for u to all happy and jolly JUST RESPECT!Forgot to mention that my husband's fries where half way full! What's wrong with them!","First let say McDonalds sign drive thru stating charge Ranch. Second customer service sucks here. I know can't expect treat super great least respect. The stupid cashier 2nd window Rude asking ranch got manager nice either.Third I get home, order missing! I missing one burgers. Then I try call answer. Why phone answer? So guess store#18966 I call 800 number complaint. Hope learn respect, I'm asking u happy jolly JUST RESPECT!Forgot mention husband's fries half way full! What's wrong them!",first let say mcdonalds sign drive thru stating charge ranch second customer service suck know expect treat super great least respect stupid cashier nd window rude asking ranch got manager nice either third get home order missing missing one burger try call answer phone answer guess store call number complaint hope learn respect asking u happy jolly respect forgot mention husband fry half way full wrong,9
274,"I've here tons of times per month for the last 6 mos.... took my business to this location after a nearby Mc D's kept screwing up and giving me the wrong order entirely every time, including giving me diet soda.Today is like the third time in the last 2 weeks that I've ordered a DR PEPPER and got a DIET COKE, which I'm incredibly allergic to! Thanks for not taking the time to be careful of giving people something they didn't order! Maybe you guys need to be educated about artificial sweetener (which diet is worse for you than regular btw, readers) being a major 'food' allergy, before someone gets a lawyer. If it was my grandpa we were just getting a soda for, he'd be in the hospital right about now.Thanks guys for making my insides burn for the next several hours!! I really (DON'T) appreciate it!!!!!","I've tons times per month last 6 mos.... took business location nearby Mc D's kept screwing giving wrong order entirely every time, including giving diet soda.Today like third time last 2 weeks I've ordered DR PEPPER got DIET COKE, I'm incredibly allergic to! Thanks taking time careful giving people something order! Maybe guys need educated artificial sweetener (which diet worse regular btw, readers) major 'food' allergy, someone gets lawyer. If grandpa getting soda for, he'd hospital right now.Thanks guys making insides burn next several hours!! I really (DON'T) appreciate it!!!!!",ton time per month last mo took business location nearby mc kept screwing giving wrong order entirely every time including giving diet soda today like third time last week ordered dr pepper got diet coke incredibly allergic thanks taking time careful giving people something order maybe guy need educated artificial sweetener diet worse regular btw reader major food allergy someone get lawyer grandpa getting soda hospital right thanks guy making inside burn next several hour really appreciate,1
275,"My visit here was my cycling lunch stop, so I was probably more happy than the average patron to see these golden arches. ξThis McDs is renovated in the dark-wood-meets-quasi-Starbucks-style and while all appeared trendy and chic (one could even watch the game on the suspended flat-screen TV), closer inspection revealed a floor that needed to be swept and a few tables that required a good wipedown. ξWe had to wait longer than I wanted (10 minutes!) for my food, but then again, I was only half done my 50 mile ride at that point and wanted food NOW. ξAlso, exacerbating the wait, I know that drive-thru customers get priority, due to corporate demanding fast order-to-receipt times. ξHowever, my fries were salty and hot, my burger was fresh and tasted the same as other McDs burgers I've consumed, and child chatter was minimal. ξ;)","My visit cycling lunch stop, I probably happy average patron see golden arches. ξThis McDs renovated dark-wood-meets-quasi-Starbucks-style appeared trendy chic (one could even watch game suspended flat-screen TV), closer inspection revealed floor needed swept tables required good wipedown. ξWe wait longer I wanted (10 minutes!) food, again, I half done 50 mile ride point wanted food NOW. ξAlso, exacerbating wait, I know drive-thru customers get priority, due corporate demanding fast order-to-receipt times. ξHowever, fries salty hot, burger fresh tasted McDs burgers I've consumed, child chatter minimal. ξ;)",visit cycling lunch stop probably happy average patron see golden arch ξthis mcds renovated dark wood meet quasi starbucks style appeared trendy chic one could even watch game suspended flat screen tv closer inspection revealed floor needed swept table required good wipedown ξwe wait longer wanted minute food half done mile ride point wanted food ξalso exacerbating wait know drive thru customer get priority due corporate demanding fast order receipt time ξhowever fry salty hot burger fresh tasted mcds burger consumed child chatter minimal ξ,7
276,"Worst MCD ever!!!! I mean it looks legit and super nice cause it's new. This place always messes up our order. Especially the older Filipino lady that works there. She has the like resting ""I hate my job"" face. Gives attitude and doesn't say sorry for not understanding English by messing up the damn orders! Who ever owns this franchise needs to replace her or who ever there that can't fulfill proper simple orders. ξMake the extra drive down the street to the Rainbow one.","Worst MCD ever!!!! I mean looks legit super nice cause new. This place always messes order. Especially older Filipino lady works there. She like resting ""I hate job"" face. Gives attitude say sorry understanding English messing damn orders! Who ever owns franchise needs replace ever can't fulfill proper simple orders. ξMake extra drive street Rainbow one.",worst mcd ever mean look legit super nice cause new place always mess order especially older filipino lady work like resting hate job face give attitude say sorry understanding english messing damn order ever owns franchise need replace ever fulfill proper simple order ξmake extra drive street rainbow one,2
277,They literally mess up my order EVERY single time! I make the extra drive and go to the one in rainbow and blue diamond!,They literally mess order EVERY single time! I make extra drive go one rainbow blue diamond!,literally mess order every single time make extra drive go one rainbow blue diamond,5
278,This place is like any other MCD's locations. The drive thru is pretty quick and my order was ready as I pulled up to the 2nd window after paying. Exactly how a drive thru should be!,This place like MCD's locations. The drive thru pretty quick order ready I pulled 2nd window paying. Exactly drive thru be!,place like mcd location drive thru pretty quick order ready pulled nd window paying exactly drive thru,9
279,Don't come to this mickey D's. The service is very poor. Ordered 2 holiday pies last night through the drive through but DID NOT RECIEVE THEM . Tried to call the number on the receipt but busy for ten minutes. Went back to this store and was told by manager it takes ten minutes to cook pies! What? Drive down a few blocks and get awesome service at rainbow and blue diamond!,Don't come mickey D's. The service poor. Ordered 2 holiday pies last night drive DID NOT RECIEVE THEM . Tried call number receipt busy ten minutes. Went back store told manager takes ten minutes cook pies! What? Drive blocks get awesome service rainbow blue diamond!,come mickey service poor ordered holiday pie last night drive recieve tried call number receipt busy ten minute went back store told manager take ten minute cook pie drive block get awesome service rainbow blue diamond,5
280,Knowing how bad the drive through service has been I went inside and placed an order for a burger. The lobby wasn't trashed but in a need of a sweep and a wipe down. I ordered my Habanero Quarter Pounder and sat at one of the only clean tables in the store. The register guy did come out to sweep and while he did try his best I have to wonder why he choose to move the chairs at my table and sweep below my feet (remember that it was the only clean table in the store) and ignore what I'm only guessing was a hunk of apple on the floor at the table across from me or the fry and salt residue on the seats of the same table? He even went so far as to pick up a stack of napkins from the floor and put them onto the table top. I know I know young kid working his first job trying so hard but he/they desperately need to go back to the McDonald University and get some remedial training or this store is going to fail to earn repeat business from its locals.,Knowing bad drive service I went inside placed order burger. The lobby trashed need sweep wipe down. I ordered Habanero Quarter Pounder sat one clean tables store. The register guy come sweep try best I wonder choose move chairs table sweep feet (remember clean table store) ignore I'm guessing hunk apple floor table across fry salt residue seats table? He even went far pick stack napkins floor put onto table top. I know I know young kid working first job trying hard he/they desperately need go back McDonald University get remedial training store going fail earn repeat business locals.,knowing bad drive service went inside placed order burger lobby trashed need sweep wipe ordered habanero quarter pounder sat one clean table store register guy come sweep try best wonder choose move chair table sweep foot remember clean table store ignore guessing hunk apple floor table across fry salt residue seat table even went far pick stack napkin floor put onto table top know know young kid working first job trying hard desperately need go back mcdonald university get remedial training store going fail earn repeat business local,2
281,"Seriously, an order of 20 pc nuggets and you give us TWO sauces when I asked for sweet n sour & honey mustard! (Only honey mustard was in there) If you're a normal person, you know it takes maybe four-five sauces to finish all nuggets. You guys are ridiculous.","Seriously, order 20 pc nuggets give us TWO sauces I asked sweet n sour & honey mustard! (Only honey mustard there) If normal person, know takes maybe four-five sauces finish nuggets. You guys ridiculous.",seriously order pc nugget give u two sauce asked sweet n sour honey mustard honey mustard normal person know take maybe four five sauce finish nugget guy ridiculous,2
282,"It's so nice to have a McDs close, and regardless of the service, we still frequent this location LOL... But... The double drive thru is tricky. You can be the first to pull in, but if the person taking your order is slow, then the car next to you (who pulled in after you) will cut in front of you. I've had this happen a million times in the morning when I'm in a hurry to get to work. When this location first opened they would ask if you wanted cream/sugar in your coffee, several times I asked for cream and Splenda and got sugar instead. I've noticed lately, that they don't even ask anymore, in fact I have to ask when I get to the window, and they don't seem sad at all that I have to pull over and fix my own coffee. On the flip side, at least it's done right.....","It's nice McDs close, regardless service, still frequent location LOL... But... The double drive thru tricky. You first pull in, person taking order slow, car next (who pulled you) cut front you. I've happen million times morning I'm hurry get work. When location first opened would ask wanted cream/sugar coffee, several times I asked cream Splenda got sugar instead. I've noticed lately, even ask anymore, fact I ask I get window, seem sad I pull fix coffee. On flip side, least done right.....",nice mcds close regardless service still frequent location lol double drive thru tricky first pull person taking order slow car next pulled cut front happen million time morning hurry get work location first opened would ask wanted cream sugar coffee several time asked cream splenda got sugar instead noticed lately even ask anymore fact ask get window seem sad pull fix coffee flip side least done right,1
283,"Went through the drive thru and this Filipino lady forgot to give me dipping sauce for my nuggets or napkins. So I kindly asked her, how come you guys never ask me if I need any sauce like other places? She said, don't tell me how to do my job. Easy cowgirl!","Went drive thru Filipino lady forgot give dipping sauce nuggets napkins. So I kindly asked her, come guys never ask I need sauce like places? She said, tell job. Easy cowgirl!",went drive thru filipino lady forgot give dipping sauce nugget napkin kindly asked come guy never ask need sauce like place said tell job easy cowgirl,5
